"","Cluster","time_point","genotype","treatment","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"577","HR2.303.infected","HR2","303","infected","GO:0009853","photorespiration","28/1620","185/26205",1.02472318080873e-05,0.000643623750231772,0.000583501520500613,"TF100787_c1_g1_i4/TF109653_c1_g2_i4/TF145169_c1_g2_i1/TF152526_c0_g3_i1/TF165454_c0_g1_i1/TF186530_c1_g1_i2/TF205381_c0_g2_i2/TF234525_c2_g1_i2/TF234721_c0_g1_i3/TF240471_c0_g1_i1/TF334651_c0_g2_i1/TF358091_c0_g1_i2/TF368765_c2_g1_i1/TF369050_c0_g1_i1/TF385319_c0_g1_i1/TF415678_c0_g2_i2/TF60776_c2_g1_i1/TF63595_c0_g1_i1/TF70390_c1_g1_i2/TF82342_c0_g1_i4/TF92309_c0_g1_i2/TF109653_c1_g2_i1/TF12132_c0_g3_i8/TF190002_c0_g1_i5/TF216241_c0_g1_i4/TF310418_c2_g4_i10/TF334651_c0_g1_i5/TF368765_c2_g1_i3",28
"578","HR2.303.infected","HR2","303","infected","GO:0005528","FK506 binding","11/1620","39/26205",1.62988901648898e-05,0.000922298626536756,0.000836144798488292,"TF116774_c0_g2_i1/TF172207_c1_g1_i2/TF189526_c0_g1_i1/TF253077_c0_g2_i1/TF292392_c2_g1_i3/TF384175_c1_g1_i12/TF385650_c0_g1_i2/TF401759_c1_g1_i4/TF81223_c1_g1_i3/TF105876_c1_g2_i2/TF384175_c1_g1_i7",11
"579","HR2.303.infected","HR2","303","infected","GO:0018208","peptidyl-proline modification","11/1620","39/26205",1.62988901648898e-05,0.000922298626536756,0.000836144798488292,"TF116774_c0_g2_i1/TF172207_c1_g1_i2/TF189526_c0_g1_i1/TF253077_c0_g2_i1/TF292392_c2_g1_i3/TF384175_c1_g1_i12/TF385650_c0_g1_i2/TF401759_c1_g1_i4/TF81223_c1_g1_i3/TF105876_c1_g2_i2/TF384175_c1_g1_i7",11
"580","HR2.303.infected","HR2","303","infected","GO:0006626","protein targeting to mitochondrion","24/1620","150/26205",1.67817794062791e-05,0.000922298626536756,0.000836144798488292,"TF150529_c0_g1_i1/TF151869_c0_g1_i4/TF160393_c0_g1_i2/TF172318_c0_g1_i2/TF188744_c0_g2_i3/TF207092_c0_g1_i6/TF232162_c0_g1_i1/TF235784_c0_g2_i3/TF24001_c0_g1_i2/TF247770_c0_g1_i6/TF273402_c0_g1_i2/TF313162_c0_g1_i5/TF342237_c0_g3_i1/TF356957_c0_g1_i2/TF368765_c2_g1_i1/TF53626_c0_g1_i1/TF74670_c0_g1_i6/TF78546_c0_g1_i4/TF12132_c0_g3_i8/TF145786_c0_g1_i1/TF247770_c0_g1_i2/TF302992_c0_g1_i2/TF368765_c2_g1_i3/TF46738_c0_g1_i4",24
"581","HR2.303.infected","HR2","303","infected","GO:0034660","ncRNA metabolic process","21/1620","122/26205",1.79495271904438e-05,0.000943544322356465,0.000855405889786476,"TF100787_c1_g1_i4/TF119052_c0_g2_i5/TF167756_c6_g1_i2/TF167815_c4_g2_i1/TF169640_c1_g1_i3/TF201333_c2_g2_i1/TF223441_c2_g2_i2/TF224634_c0_g1_i1/TF261938_c0_g1_i5/TF333386_c2_g1_i1/TF335263_c6_g1_i1/TF337963_c0_g1_i1/TF371270_c2_g1_i3/TF374148_c0_g1_i1/TF385350_c1_g1_i3/TF388873_c0_g2_i3/TF405529_c1_g1_i4/TF78602_c0_g1_i4/TF318137_c2_g1_i5/TF376635_c1_g4_i2/TF69712_c1_g1_i5",21
"582","HR2.303.infected","HR2","303","infected","GO:0019252","starch biosynthetic process","34/1620","254/26205",1.85990541177165e-05,0.000943544322356465,0.000855405889786476,"TF104065_c0_g3_i3/TF148703_c2_g1_i3/TF150902_c0_g1_i6/TF167815_c4_g2_i1/TF172414_c1_g1_i1/TF18283_c3_g1_i1/TF197732_c1_g3_i2/TF205513_c2_g1_i3/TF223026_c0_g1_i1/TF224634_c0_g1_i1/TF243295_c0_g1_i1/TF287749_c2_g1_i2/TF311899_c1_g5_i1/TF328297_c0_g1_i4/TF33094_c1_g1_i1/TF333386_c2_g1_i1/TF335263_c6_g1_i1/TF337784_c0_g1_i1/TF353761_c1_g2_i1/TF372998_c1_g2_i1/TF388873_c0_g2_i3/TF414382_c1_g1_i1/TF47218_c0_g1_i5/TF56477_c1_g1_i3/TF56477_c1_g2_i2/TF78439_c4_g1_i1/TF78602_c0_g1_i4/TF81510_c0_g1_i2/TF121613_c0_g1_i6/TF131646_c0_g1_i3/TF174757_c1_g1_i3/TF286103_c3_g1_i6/TF310418_c2_g4_i10/TF80064_c0_g1_i4",34
"583","HR2.303.infected","HR2","303","infected","GO:0009735","response to cytokinin","38/1620","299/26205",2.04642931119598e-05,0.00099971861535833,0.000906332825543325,"TF109653_c1_g2_i4/TF146206_c0_g1_i3/TF14863_c0_g1_i1/TF167756_c6_g1_i2/TF169640_c1_g1_i3/TF172207_c1_g1_i2/TF189526_c0_g1_i1/TF192261_c2_g2_i2/TF206289_c1_g1_i5/TF233281_c0_g1_i7/TF240471_c0_g1_i1/TF253077_c0_g2_i1/TF260491_c2_g2_i2/TF279924_c2_g2_i1/TF283990_c0_g3_i2/TF284311_c7_g1_i1/TF292392_c2_g1_i3/TF335263_c6_g1_i1/TF337963_c0_g1_i1/TF349559_c0_g1_i2/TF352903_c0_g2_i1/TF356884_c1_g2_i2/TF374148_c0_g1_i1/TF377378_c0_g2_i3/TF384175_c1_g1_i12/TF386733_c2_g1_i1/TF59739_c1_g1_i1/TF78602_c0_g1_i4/TF79168_c0_g1_i1/TF109653_c1_g2_i1/TF131398_c0_g1_i1/TF14863_c0_g1_i5/TF161416_c0_g3_i4/TF206289_c1_g1_i1/TF220283_c0_g1_i2/TF293522_c0_g1_i4/TF36765_c0_g1_i14/TF80064_c0_g1_i4",38
"584","HR2.303.infected","HR2","303","infected","GO:0009637","response to blue light","22/1620","135/26205",2.77509278953529e-05,0.00130726692478466,0.00118515240936545,"TF100787_c1_g1_i4/TF14863_c0_g1_i1/TF150384_c0_g1_i2/TF153920_c1_g1_i1/TF172414_c1_g1_i1/TF182991_c0_g1_i1/TF252754_c0_g1_i8/TF29226_c1_g1_i2/TF328839_c1_g1_i2/TF333386_c2_g1_i1/TF335263_c6_g1_i1/TF369050_c0_g1_i1/TF395660_c1_g2_i1/TF414819_c0_g1_i1/TF45323_c0_g2_i1/TF53192_c1_g1_i1/TF59739_c1_g1_i1/TF78602_c0_g1_i4/TF14863_c0_g1_i5/TF190002_c0_g1_i5/TF376635_c1_g4_i2/TF73100_c0_g1_i8",22
"585","HR2.303.infected","HR2","303","infected","GO:0000413","protein peptidyl-prolyl isomerization","10/1620","35/26205",3.49399718601143e-05,0.00158916630632727,0.00144071898486715,"TF116774_c0_g2_i1/TF172207_c1_g1_i2/TF189526_c0_g1_i1/TF253077_c0_g2_i1/TF292392_c2_g1_i3/TF384175_c1_g1_i12/TF385650_c0_g1_i2/TF401759_c1_g1_i4/TF81223_c1_g1_i3/TF384175_c1_g1_i7",10
"586","HR2.303.infected","HR2","303","infected","GO:0019344","cysteine biosynthetic process","32/1620","243/26205",4.4663398423271e-05,0.00196370075067648,0.00178026738978371,"TF117700_c0_g1_i1/TF14863_c0_g1_i1/TF148973_c0_g1_i1/TF157763_c0_g1_i3/TF19924_c1_g1_i3/TF219565_c0_g2_i1/TF224128_c0_g1_i4/TF230202_c0_g1_i2/TF240476_c1_g1_i2/TF249870_c3_g3_i3/TF256551_c0_g1_i2/TF274772_c4_g2_i1/TF303347_c1_g1_i6/TF325084_c0_g3_i1/TF325559_c0_g1_i1/TF32659_c0_g1_i1/TF33094_c1_g1_i1/TF351375_c0_g1_i2/TF351747_c0_g2_i1/TF377378_c0_g2_i3/TF402000_c1_g2_i1/TF405275_c2_g2_i2/TF414382_c1_g1_i1/TF47218_c0_g1_i5/TF52982_c0_g3_i4/TF59739_c1_g1_i1/TF131646_c0_g1_i3/TF14863_c0_g1_i5/TF174757_c1_g1_i3/TF190002_c0_g1_i5/TF22950_c0_g1_i8/TF310865_c0_g1_i6",32
"587","HR2.303.infected","HR2","303","infected","GO:0009657","plastid organization","17/1620","95/26205",6.63255546846328e-05,0.00271753713226596,0.0024636863511066,"TF100787_c1_g1_i4/TF109653_c1_g2_i4/TF128491_c1_g1_i1/TF153920_c1_g1_i1/TF18283_c3_g1_i1/TF204980_c0_g1_i3/TF209733_c1_g5_i1/TF21348_c0_g2_i6/TF33094_c1_g1_i1/TF333386_c2_g1_i1/TF348980_c4_g3_i1/TF47218_c0_g1_i5/TF78602_c0_g1_i4/TF109653_c1_g2_i1/TF131646_c0_g1_i3/TF190002_c0_g1_i5/TF219399_c0_g1_i2",17
"588","HR2.303.infected","HR2","303","infected","GO:0003959","NADPH dehydrogenase activity","4/1620","5/26205",6.91843186081201e-05,0.00271753713226596,0.0024636863511066,"TF109653_c1_g2_i4/TF209733_c1_g5_i1/TF27689_c3_g4_i1/TF109653_c1_g2_i1",4
"589","HR2.303.infected","HR2","303","infected","GO:0016120","carotene biosynthetic process","4/1620","5/26205",6.91843186081201e-05,0.00271753713226596,0.0024636863511066,"TF155029_c2_g2_i1/TF325699_c0_g3_i5/TF332438_c0_g1_i1/TF74705_c0_g1_i2",4
"590","HR2.303.infected","HR2","303","infected","GO:0015450","protein-transporting ATPase activity","11/1620","45/26205",7.00502369196684e-05,0.00271753713226596,0.0024636863511066,"TF154349_c1_g1_i1/TF160393_c0_g1_i2/TF223441_c2_g2_i2/TF232162_c0_g1_i1/TF24243_c0_g1_i2/TF348286_c0_g1_i1/TF368765_c2_g1_i1/TF389152_c0_g1_i2/TF84549_c0_g1_i6/TF368765_c2_g1_i3/TF46738_c0_g1_i4",11
"591","HR2.303.infected","HR2","303","infected","GO:0043085","positive regulation of catalytic activity","22/1620","144/26205",7.58924832562466e-05,0.00286006244042827,0.00259289807455928,"TF100787_c1_g1_i4/TF104065_c0_g3_i3/TF148703_c2_g1_i3/TF167815_c4_g2_i1/TF172414_c1_g1_i1/TF18283_c3_g1_i1/TF204980_c0_g1_i3/TF209733_c1_g5_i1/TF21348_c0_g2_i6/TF224634_c0_g1_i1/TF287749_c2_g1_i2/TF298512_c0_g1_i1/TF328297_c0_g1_i4/TF33094_c1_g1_i1/TF333386_c2_g1_i1/TF335263_c6_g1_i1/TF78439_c4_g1_i1/TF78602_c0_g1_i4/TF81510_c0_g1_i2/TF121613_c0_g1_i6/TF219399_c0_g1_i2/TF286103_c3_g1_i6",22
"592","HR2.303.infected","HR2","303","infected","GO:0032266","phosphatidylinositol-3-phosphate binding","5/1620","9/26205",9.1646139038588e-05,0.00335781270533049,0.00304415245461509,"TF172207_c1_g1_i2/TF189526_c0_g1_i1/TF253077_c0_g2_i1/TF292392_c2_g1_i3/TF384175_c1_g1_i12",5
"593","HR2.303.infected","HR2","303","infected","GO:0016117","carotenoid biosynthetic process","24/1620","167/26205",9.8961151438526e-05,0.00352783131749772,0.00319828927550969,"TF100787_c1_g1_i4/TF104065_c0_g3_i3/TF119052_c0_g2_i5/TF155029_c2_g2_i1/TF167756_c6_g1_i2/TF186612_c0_g1_i1/TF200830_c0_g2_i2/TF224634_c0_g1_i1/TF228290_c0_g1_i1/TF274772_c4_g1_i1/TF313713_c0_g1_i1/TF325559_c0_g1_i1/TF328297_c0_g1_i4/TF329201_c0_g1_i1/TF348980_c4_g3_i1/TF369050_c0_g1_i1/TF388873_c0_g2_i3/TF400813_c0_g1_i2/TF41085_c1_g1_i2/TF48192_c0_g1_i3/TF70464_c3_g2_i1/TF78602_c0_g1_i4/TF105876_c1_g2_i2/TF318137_c2_g1_i5",24
"594","HR2.303.infected","HR2","303","infected","GO:0006096","glycolytic process","39/1620","335/26205",0.000112419763286632,0.00390214915197547,0.00353764130453224,"TF117130_c0_g1_i2/TF123847_c2_g2_i4/TF145169_c1_g2_i1/TF152526_c0_g3_i1/TF174757_c1_g1_i1/TF203229_c3_g4_i1/TF222625_c0_g1_i3/TF22904_c0_g1_i3/TF234721_c0_g1_i3/TF240471_c0_g1_i1/TF261859_c2_g1_i5/TF271017_c6_g1_i2/TF271571_c1_g1_i1/TF284311_c7_g1_i1/TF28565_c0_g1_i2/TF294607_c0_g4_i2/TF30375_c0_g1_i1/TF31453_c3_g3_i2/TF322458_c1_g2_i1/TF336387_c0_g2_i1/TF342648_c0_g1_i8/TF352356_c0_g1_i7/TF369716_c1_g1_i3/TF371978_c1_g1_i3/TF377951_c0_g1_i3/TF415678_c0_g2_i2/TF44977_c0_g1_i1/TF48343_c1_g1_i2/TF52982_c0_g3_i4/TF60776_c2_g1_i1/TF67396_c0_g2_i1/TF174757_c1_g1_i3/TF216241_c0_g1_i4/TF237406_c0_g1_i3/TF310865_c0_g1_i6/TF31993_c0_g1_i3/TF382591_c0_g1_i3/TF385994_c0_g1_i5/TF399904_c0_g1_i5",39
"595","HR2.303.infected","HR2","303","infected","GO:0006354","DNA-templated transcription elongation","20/1620","133/26205",0.000196525320425649,0.00635292451285282,0.00575948465472312,"TF103330_c1_g1_i4/TF121181_c2_g3_i1/TF12446_c0_g1_i3/TF154262_c1_g1_i1/TF167815_c4_g2_i1/TF186612_c0_g1_i1/TF202273_c0_g2_i3/TF210557_c0_g2_i1/TF224642_c0_g2_i4/TF309734_c0_g1_i5/TF317968_c2_g1_i2/TF347591_c1_g1_i1/TF348286_c0_g1_i1/TF366657_c0_g1_i2/TF366903_c0_g2_i1/TF62927_c0_g2_i2/TF90941_c2_g1_i1/TF148310_c0_g1_i7/TF190421_c0_g1_i8/TF302936_c0_g1_i4",20
"596","HR2.303.infected","HR2","303","infected","GO:0051087","chaperone binding","4/1620","6/26205",0.000197333780812742,0.00635292451285282,0.00575948465472312,"TF181145_c1_g1_i3/TF310865_c0_g1_i2/TF317341_c0_g1_i4/TF155888_c0_g1_i4",4
"597","HR2.303.infected","HR2","303","infected","GO:0015996","chlorophyll catabolic process","16/1620","94/26205",0.000197475288117487,0.00635292451285282,0.00575948465472312,"TF108560_c1_g1_i1/TF135739_c0_g1_i1/TF166818_c4_g1_i4/TF190912_c1_g1_i2/TF202274_c0_g2_i2/TF269047_c2_g1_i1/TF284138_c2_g2_i8/TF291284_c1_g1_i1/TF29226_c1_g1_i2/TF326918_c0_g2_i4/TF345219_c0_g1_i3/TF352356_c0_g1_i7/TF352520_c0_g1_i2/TF354790_c1_g1_i2/TF73314_c0_g1_i1/TF69573_c0_g1_i11",16
"598","HR2.303.infected","HR2","303","infected","GO:0015995","chlorophyll biosynthetic process","24/1620","175/26205",0.000205731577604547,0.00646095121096185,0.00585742035485628,"TF100787_c1_g1_i4/TF115581_c0_g1_i4/TF119052_c0_g2_i5/TF200830_c0_g2_i2/TF222625_c0_g1_i3/TF224634_c0_g1_i1/TF274772_c4_g1_i1/TF303347_c1_g1_i6/TF30903_c0_g1_i1/TF313713_c0_g1_i1/TF328297_c0_g1_i4/TF329201_c0_g1_i1/TF33094_c1_g1_i1/TF337963_c0_g1_i1/TF342648_c0_g1_i8/TF405529_c1_g1_i4/TF47218_c0_g1_i5/TF78602_c0_g1_i4/TF81903_c2_g1_i2/TF105876_c1_g2_i2/TF131646_c0_g1_i3/TF310418_c2_g4_i10/TF342648_c0_g1_i5/TF80064_c0_g1_i4",24
"599","HR2.303.infected","HR2","303","infected","GO:0005507","copper ion binding","29/1620","237/26205",0.000354597718305987,0.0107800562487292,0.00977306883089769,"TF150529_c0_g1_i1/TF152526_c0_g3_i1/TF180265_c0_g1_i1/TF186243_c1_g2_i4/TF188744_c0_g2_i3/TF212997_c0_g1_i3/TF232162_c0_g1_i1/TF28565_c0_g1_i2/TF291537_c0_g1_i1/TF296187_c0_g1_i4/TF30903_c0_g1_i1/TF310865_c0_g1_i2/TF313162_c0_g1_i5/TF317341_c0_g1_i4/TF334651_c0_g2_i1/TF342237_c0_g3_i1/TF389252_c0_g1_i6/TF44977_c0_g1_i1/TF52982_c0_g3_i4/TF60776_c2_g1_i1/TF155888_c0_g1_i4/TF161416_c0_g3_i4/TF237406_c0_g1_i3/TF265374_c0_g1_i4/TF291843_c0_g1_i7/TF310865_c0_g1_i6/TF334651_c0_g1_i5/TF368225_c0_g1_i6/TF61963_c1_g1_i1",29
"600","HR2.303.infected","HR2","303","infected","GO:0006546","glycine catabolic process","14/1620","80/26205",0.00036136111980305,0.0107800562487292,0.00977306883089769,"TF119052_c0_g2_i5/TF200830_c0_g2_i2/TF274772_c4_g1_i1/TF303347_c1_g1_i6/TF313713_c0_g1_i1/TF325559_c0_g1_i1/TF328297_c0_g1_i4/TF33094_c1_g1_i1/TF377378_c0_g2_i3/TF414382_c1_g1_i1/TF44977_c0_g1_i1/TF47218_c0_g1_i5/TF131646_c0_g1_i3/TF220283_c0_g1_i2",14
"601","HR2.303.infected","HR2","303","infected","GO:0008380","RNA splicing","13/1620","71/26205",0.000367780539190912,0.0107800562487292,0.00977306883089769,"TF105318_c0_g1_i2/TF120959_c0_g1_i1/TF156055_c0_g1_i1/TF195751_c0_g1_i1/TF224642_c0_g2_i4/TF254265_c0_g1_i2/TF305492_c0_g1_i4/TF335798_c0_g1_i1/TF348165_c1_g1_i1/TF250826_c0_g1_i4/TF274665_c0_g1_i3/TF305492_c0_g1_i8/TF365441_c0_g1_i1",13
"602","HR2.303.infected","HR2","303","infected","GO:0010027","thylakoid membrane organization","34/1620","297/26205",0.000407911966320221,0.0116964322516603,0.010603844250338,"TF100787_c1_g1_i4/TF119052_c0_g2_i5/TF150902_c0_g1_i6/TF167756_c6_g1_i2/TF167815_c4_g2_i1/TF169640_c1_g1_i3/TF170818_c0_g2_i5/TF201333_c2_g2_i1/TF223441_c2_g2_i2/TF224634_c0_g1_i1/TF243463_c0_g1_i2/TF261938_c0_g1_i5/TF303803_c0_g1_i2/TF322249_c0_g1_i2/TF333386_c2_g1_i1/TF334353_c2_g1_i1/TF335263_c6_g1_i1/TF337963_c0_g1_i1/TF347591_c1_g1_i1/TF348286_c0_g1_i1/TF363103_c0_g1_i1/TF371270_c2_g1_i3/TF374148_c0_g1_i1/TF385350_c1_g1_i3/TF388873_c0_g2_i3/TF403291_c1_g4_i4/TF405529_c1_g1_i4/TF52593_c0_g2_i1/TF78602_c0_g1_i4/TF318137_c2_g1_i5/TF352903_c0_g2_i3/TF376635_c1_g4_i2/TF69712_c1_g1_i5/TF80064_c0_g1_i4",34
"603","HR2.303.infected","HR2","303","infected","GO:0019761","glucosinolate biosynthetic process","26/1620","206/26205",0.000433955471326519,0.0120310315409687,0.0109071879258931,"TF109474_c2_g1_i2/TF109653_c1_g2_i4/TF119052_c0_g2_i5/TF144559_c0_g1_i1/TF169514_c2_g1_i7/TF18283_c3_g1_i1/TF202273_c0_g2_i3/TF204980_c0_g1_i3/TF209733_c1_g5_i1/TF290316_c2_g2_i4/TF299004_c1_g2_i1/TF313034_c0_g1_i2/TF328297_c0_g1_i4/TF335263_c6_g1_i1/TF351375_c0_g1_i2/TF351747_c0_g2_i1/TF363103_c0_g1_i1/TF368283_c0_g1_i2/TF402000_c1_g2_i1/TF411950_c0_g1_i1/TF414382_c1_g1_i1/TF44977_c0_g1_i1/TF45323_c0_g2_i1/TF109653_c1_g2_i1/TF131927_c1_g2_i3/TF63781_c0_g1_i3",26
"604","HR2.303.infected","HR2","303","infected","GO:0016595","glutamate binding","4/1620","7/26205",0.00043782374068726,0.0120310315409687,0.0109071879258931,"TF165334_c0_g1_i7/TF194792_c0_g1_i1/TF165334_c0_g1_i3/TF194792_c0_g1_i4",4
"605","HR2.303.infected","HR2","303","infected","GO:0042793","plastid transcription","17/1620","112/26205",0.000514835614181838,0.0138585341858336,0.0125639797574773,"TF100787_c1_g1_i4/TF119052_c0_g2_i5/TF120959_c0_g1_i1/TF167756_c6_g1_i2/TF167815_c4_g2_i1/TF169640_c1_g1_i3/TF201333_c2_g2_i1/TF223441_c2_g2_i2/TF243463_c0_g1_i2/TF261938_c0_g1_i5/TF335263_c6_g1_i1/TF371270_c2_g1_i3/TF374148_c0_g1_i1/TF385350_c1_g1_i3/TF405529_c1_g1_i4/TF52593_c0_g2_i1/TF69712_c1_g1_i5",17
"606","HR2.303.infected","HR2","303","infected","GO:0006091","generation of precursor metabolites and energy","10/1620","49/26205",0.000709027115379387,0.0187041353037082,0.016956943222547,"TF103330_c1_g1_i4/TF121181_c2_g3_i1/TF154262_c1_g1_i1/TF202273_c0_g2_i3/TF224642_c0_g2_i4/TF317968_c2_g1_i2/TF366657_c0_g1_i2/TF366903_c0_g2_i1/TF62927_c0_g2_i2/TF90941_c2_g1_i1",10
"607","HR2.303.infected","HR2","303","infected","GO:0003978","UDP-glucose 4-epimerase activity","4/1620","8/26205",0.000832720959515486,0.0207237536905835,0.018787904866129,"TF246815_c0_g1_i2/TF277505_c1_g1_i4/TF193020_c0_g1_i8/TF193020_c0_g1_i3",4
"608","HR2.303.infected","HR2","303","infected","GO:0004737","pyruvate decarboxylase activity","4/1620","8/26205",0.000832720959515486,0.0207237536905835,0.018787904866129,"TF220038_c0_g1_i2/TF379010_c1_g1_i1/TF170961_c0_g1_i9/TF220038_c0_g1_i1",4
"609","HR2.303.infected","HR2","303","infected","GO:0000023","maltose metabolic process","25/1620","204/26205",0.000854543203395284,0.0208730089866367,0.018923217915342,"TF104065_c0_g3_i3/TF148703_c2_g1_i3/TF150902_c0_g1_i6/TF167815_c4_g2_i1/TF172414_c1_g1_i1/TF18283_c3_g1_i1/TF223026_c0_g1_i1/TF224634_c0_g1_i1/TF243295_c0_g1_i1/TF287749_c2_g1_i2/TF311899_c1_g5_i1/TF328297_c0_g1_i4/TF33094_c1_g1_i1/TF333386_c2_g1_i1/TF335263_c6_g1_i1/TF353761_c1_g2_i1/TF372998_c1_g2_i1/TF388873_c0_g2_i3/TF78439_c4_g1_i1/TF78602_c0_g1_i4/TF81510_c0_g1_i2/TF121613_c0_g1_i6/TF174757_c1_g1_i3/TF286103_c3_g1_i6/TF310418_c2_g4_i10",25
"610","HR2.303.infected","HR2","303","infected","GO:0010270","photosystem II oxygen evolving complex assembly","3/1620","4/26205",0.000899738656211363,0.0209713923948926,0.0190124111253326,"TF14863_c0_g1_i1/TF59739_c1_g1_i1/TF14863_c0_g1_i5",3
"611","HR2.303.infected","HR2","303","infected","GO:0019172","glyoxalase III activity","3/1620","4/26205",0.000899738656211363,0.0209713923948926,0.0190124111253326,"TF211770_c0_g1_i5/TF328989_c0_g1_i1/TF411950_c0_g1_i7",3
"612","HR2.303.infected","HR2","303","infected","GO:0010114","response to red light","17/1620","118/26205",0.000944035762301448,0.0209713923948926,0.0190124111253326,"TF100787_c1_g1_i4/TF14863_c0_g1_i1/TF153920_c1_g1_i1/TF182991_c0_g1_i1/TF252754_c0_g1_i8/TF333386_c2_g1_i1/TF335263_c6_g1_i1/TF369050_c0_g1_i1/TF414819_c0_g1_i1/TF45323_c0_g2_i1/TF59739_c1_g1_i1/TF78602_c0_g1_i4/TF14863_c0_g1_i5/TF190002_c0_g1_i5/TF30375_c0_g3_i11/TF376635_c1_g4_i2/TF73100_c0_g1_i8",17
"613","HR2.303.infected","HR2","303","infected","GO:0006766","vitamin metabolic process","12/1620","69/26205",0.000985766738804656,0.0209713923948926,0.0190124111253326,"TF119052_c0_g2_i5/TF200830_c0_g2_i2/TF274772_c4_g1_i1/TF303347_c1_g1_i6/TF313713_c0_g1_i1/TF328297_c0_g1_i4/TF33094_c1_g1_i1/TF377378_c0_g2_i3/TF414382_c1_g1_i1/TF44977_c0_g1_i1/TF47218_c0_g1_i5/TF131646_c0_g1_i3",12
"614","HR2.303.infected","HR2","303","infected","GO:0009106","lipoate metabolic process","12/1620","69/26205",0.000985766738804656,0.0209713923948926,0.0190124111253326,"TF119052_c0_g2_i5/TF200830_c0_g2_i2/TF274772_c4_g1_i1/TF303347_c1_g1_i6/TF313713_c0_g1_i1/TF328297_c0_g1_i4/TF33094_c1_g1_i1/TF377378_c0_g2_i3/TF414382_c1_g1_i1/TF44977_c0_g1_i1/TF47218_c0_g1_i5/TF131646_c0_g1_i3",12
"615","HR2.303.infected","HR2","303","infected","GO:0044272","sulfur compound biosynthetic process","12/1620","69/26205",0.000985766738804656,0.0209713923948926,0.0190124111253326,"TF119052_c0_g2_i5/TF200830_c0_g2_i2/TF274772_c4_g1_i1/TF303347_c1_g1_i6/TF313713_c0_g1_i1/TF328297_c0_g1_i4/TF33094_c1_g1_i1/TF377378_c0_g2_i3/TF414382_c1_g1_i1/TF44977_c0_g1_i1/TF47218_c0_g1_i5/TF131646_c0_g1_i3",12
"616","HR2.303.infected","HR2","303","infected","GO:0010218","response to far red light","19/1620","140/26205",0.00102553381364018,0.0214710968284349,0.0194654371310818,"TF100787_c1_g1_i4/TF129369_c1_g1_i3/TF14863_c0_g1_i1/TF153920_c1_g1_i1/TF182991_c0_g1_i1/TF252754_c0_g1_i8/TF333386_c2_g1_i1/TF335263_c6_g1_i1/TF369050_c0_g1_i1/TF414819_c0_g1_i1/TF45323_c0_g2_i1/TF59739_c1_g1_i1/TF62314_c1_g2_i1/TF78602_c0_g1_i4/TF14863_c0_g1_i5/TF190002_c0_g1_i5/TF376635_c1_g4_i2/TF409756_c0_g2_i2/TF73100_c0_g1_i8",19
"617","HR2.303.infected","HR2","303","infected","GO:0009072","aromatic amino acid family metabolic process","12/1620","70/26205",0.00112388187838782,0.023162503087399,0.0209988456225093,"TF119052_c0_g2_i5/TF200830_c0_g2_i2/TF274772_c4_g1_i1/TF303347_c1_g1_i6/TF313713_c0_g1_i1/TF328297_c0_g1_i4/TF33094_c1_g1_i1/TF377378_c0_g2_i3/TF414382_c1_g1_i1/TF44977_c0_g1_i1/TF47218_c0_g1_i5/TF131646_c0_g1_i3",12
"618","HR2.303.infected","HR2","303","infected","GO:0008652","cellular amino acid biosynthetic process","13/1620","81/26205",0.00133949559090547,0.0271814566831434,0.0246423804254027,"TF119052_c0_g2_i5/TF12446_c0_g1_i3/TF200830_c0_g2_i2/TF274772_c4_g1_i1/TF303347_c1_g1_i6/TF313713_c0_g1_i1/TF328297_c0_g1_i4/TF33094_c1_g1_i1/TF377378_c0_g2_i3/TF414382_c1_g1_i1/TF44977_c0_g1_i1/TF47218_c0_g1_i5/TF131646_c0_g1_i3",13
"619","HR2.303.infected","HR2","303","infected","GO:0000096","sulfur amino acid metabolic process","12/1620","72/26205",0.0014484452676631,0.0289469592128429,0.0262429637012007,"TF119052_c0_g2_i5/TF200830_c0_g2_i2/TF274772_c4_g1_i1/TF303347_c1_g1_i6/TF313713_c0_g1_i1/TF328297_c0_g1_i4/TF33094_c1_g1_i1/TF377378_c0_g2_i3/TF414382_c1_g1_i1/TF44977_c0_g1_i1/TF47218_c0_g1_i5/TF131646_c0_g1_i3",12
